T1;Tarea1;19;false;59;
T2;Tarea2;16;true;60;
T3;Tarea3;48;false;61;
T4;Tarea4;48;true;62;
T5;Tarea5;110;false;63;
T6;Tarea6;24;true;64;
T7;Tarea7;98;false;65;
T8;Tarea8;120;true;66;
T9;Tarea9;81;false;67;
T10;Tarea10;240;true;68;
T11;Tarea11;121;false;69;
T12;Tarea12;36;true;70;
T13;Tarea13;234;false;71;
T14;Tarea14;350;true;72;
T15;Tarea15;45;false;73;
T16;Tarea16;160;true;74;
T17;Tarea17;272;false;75;
T18;Tarea18;198;true;76;
T19;Tarea19;228;false;77;
T20;Tarea20;200;true;78;
T21;Tarea21;441;false;79;
T22;Tarea22;484;true;80;
T23;Tarea23;483;false;81;
T24;Tarea24;696;true;82;
T25;Tarea25;625;false;83;
T26;Tarea26;754;true;84;
T27;Tarea27;216;false;85;
T28;Tarea28;364;true;86;
T29;Tarea29;841;false;87;
T30;Tarea30;480;true;88;
T31;Tarea31;403;false;89;
T32;Tarea32;416;true;90;
T33;Tarea33;132;false;91;
T34;Tarea34;884;true;92;
T35;Tarea35;140;false;93;
T36;Tarea36;900;true;94;
T37;Tarea37;999;false;95;
T38;Tarea38;684;true;96;
T39;Tarea39;390;false;97;
T40;Tarea40;200;true;98;
T41;Tarea41;1066;false;99;
T42;Tarea42;588;true;100;
T43;Tarea43;688;false;101;
T44;Tarea44;396;true;102;
T45;Tarea45;540;false;103;
T46;Tarea46;782;true;104;
T47;Tarea47;658;false;105;
T48;Tarea48;528;true;106;
T49;Tarea49;294;false;107;
T50;Tarea50;400;true;108;
T51;Tarea51;1275;false;109;
T52;Tarea52;676;true;110;
T53;Tarea53;318;false;111;
T54;Tarea54;594;true;112;
T55;Tarea55;1375;false;113;
T56;Tarea56;1344;true;114;
T57;Tarea57;228;false;115;
T58;Tarea58;1566;true;116;
T59;Tarea59;472;false;117;
T60;Tarea60;1260;true;118;
T61;Tarea61;1769;false;119;
T62;Tarea62;1054;true;120;
T63;Tarea63;252;false;121;
T64;Tarea64;1088;true;122;
T65;Tarea65;910;false;123;
T66;Tarea66;1452;true;124;
T67;Tarea67;1340;false;125;
T68;Tarea68;680;true;126;
T69;Tarea69;759;false;127;
T70;Tarea70;1680;true;128;
T71;Tarea71;284;false;129;
T72;Tarea72;1080;true;130;
T73;Tarea73;1752;false;131;
T74;Tarea74;1406;true;132;
T75;Tarea75;1275;false;133;
T76;Tarea76;1596;true;134;
T77;Tarea77;2233;false;135;
T78;Tarea78;1326;true;136;
T79;Tarea79;2291;false;137;
T80;Tarea80;240;true;138;
T81;Tarea81;1377;false;139;
T82;Tarea82;574;true;140;
T83;Tarea83;1079;false;141;
T84;Tarea84;420;true;142;
T85;Tarea85;595;false;143;
T86;Tarea86;2236;true;144;
T87;Tarea87;1218;false;145;
T88;Tarea88;2376;true;146;
T89;Tarea89;2225;false;147;
T90;Tarea90;900;true;148;
T91;Tarea91;1729;false;149;
T92;Tarea92;276;true;150;
T93;Tarea93;1116;false;151;
T94;Tarea94;1128;true;152;
T95;Tarea95;1805;false;153;
T96;Tarea96;576;true;154;
T97;Tarea97;2813;false;155;
T98;Tarea98;2646;true;156;
T99;Tarea99;1980;false;157;
T100;Tarea100;2700;true;158;
T101;Tarea101;707;false;159;
T102;Tarea102;1632;true;160;
T103;Tarea103;2472;false;161;
T104;Tarea104;728;true;162;
T105;Tarea105;1050;false;163;
T106;Tarea106;2226;true;164;
T107;Tarea107;1498;false;165;
T108;Tarea108;972;true;166;
T109;Tarea109;654;false;167;
T110;Tarea110;1430;true;168;
T111;Tarea111;3219;false;169;
T112;Tarea112;2352;true;170;
T113;Tarea113;2486;false;171;
T114;Tarea114;2850;true;172;
T115;Tarea115;3105;false;173;
T116;Tarea116;2320;true;174;
T117;Tarea117;3276;false;175;
T118;Tarea118;472;true;176;
T119;Tarea119;833;false;177;
T120;Tarea120;1560;true;178;
T121;Tarea121;3267;false;179;
T122;Tarea122;366;true;180;
T123;Tarea123;2706;false;181;
T124;Tarea124;992;true;182;
T125;Tarea125;2000;false;183;
T126;Tarea126;3024;true;184;
T127;Tarea127;3556;false;185;
T128;Tarea128;384;true;186;
T129;Tarea129;774;false;187;
T130;Tarea130;2600;true;188;
T131;Tarea131;3013;false;189;
T132;Tarea132;2904;true;190;
T133;Tarea133;665;false;191;
T134;Tarea134;1474;true;192;
T135;Tarea135;3105;false;193;
T136;Tarea136;1632;true;194;
T137;Tarea137;2877;false;195;
T138;Tarea138;1242;true;196;
T139;Tarea139;3475;false;197;
T140;Tarea140;4060;true;198;
T141;Tarea141;2679;false;199;
T142;Tarea142;1420;true;200;
T143;Tarea143;3003;false;201;
T144;Tarea144;576;true;202;
T145;Tarea145;2030;false;203;
T146;Tarea146;3650;true;204;
T147;Tarea147;2646;false;205;
T148;Tarea148;2516;true;206;
T149;Tarea149;3874;false;207;
T150;Tarea150;3450;true;208;
T151;Tarea151;1057;false;209;
T152;Tarea152;3192;true;210;
T153;Tarea153;3060;false;211;
T154;Tarea154;3080;true;212;
T155;Tarea155;3565;false;213;
T156;Tarea156;2028;true;214;
T157;Tarea157;785;false;215;
T158;Tarea158;2054;true;216;
T159;Tarea159;1113;false;217;
T160;Tarea160;1920;true;218;
T161;Tarea161;2093;false;219;
T162;Tarea162;3726;true;220;
T163;Tarea163;3586;false;221;
T164;Tarea164;1148;true;222;
T165;Tarea165;825;false;223;
T166;Tarea166;3320;true;224;
T167;Tarea167;2338;false;225;
T168;Tarea168;504;true;226;
T169;Tarea169;3549;false;227;
T170;Tarea170;1190;true;228;
T171;Tarea171;2223;false;229;
T172;Tarea172;4644;true;230;
T173;Tarea173;4325;false;231;
